"genotype","BLUP","env","trait","model"
"L095",33.1134795299609,"Hunter.2024","RepP","GIBD"
"L096",37.6963972609922,"Hunter.2024","RepP","GIBD"
"L097",33.881731577775,"Hunter.2024","RepP","GIBD"
"L098",35.5464373766894,"Hunter.2024","RepP","GIBD"
"L099",38.039300073756,"Hunter.2024","RepP","GIBD"
"L100",36.3471865449313,"Hunter.2024","RepP","GIBD"
"CL2",42.3333333340491,"Clavet.2025","RepP","GIBD"
"CL3",42.3333333336182,"Clavet.2025","RepP","GIBD"
"Extra",42.5066998634551,"Clavet.2025","RepP","GIBD"
"L003",42.4203860963927,"Clavet.2025","RepP","GIBD"
"L004",42.9028340208072,"Clavet.2025","RepP","GIBD"
"L005",43.4026631710644,"Clavet.2025","RepP","GIBD"
"L006",40.3111862202578,"Clavet.2025","RepP","GIBD"
"L008",44.1009111848214,"Clavet.2025","RepP","GIBD"
"L009",42.0148932673555,"Clavet.2025","RepP","GIBD"
"L010",40.8420808373848,"Clavet.2025","RepP","GIBD"
"L013",42.402694207811,"Clavet.2025","RepP","GIBD"
"L015",43.3572551870092,"Clavet.2025","RepP","GIBD"
"L016",42.875308288606,"Clavet.2025","RepP","GIBD"
"L017",41.7844145023536,"Clavet.2025","RepP","GIBD"
"L020",37.9029457353715,"Clavet.2025","RepP","GIBD"
"L022",42.3333333411341,"Clavet.2025","RepP","GIBD"
"L024",38.2495472853518,"Clavet.2025","RepP","GIBD"
"L026",39.5990237124092,"Clavet.2025","RepP","GIBD"
"L034",42.9027759677917,"Clavet.2025","RepP","GIBD"
"L039",43.4026631710644,"Clavet.2025","RepP","GIBD"
"L040",41.6193049829047,"Clavet.2025","RepP","GIBD"
"L041",43.4027761391127,"Clavet.2025","RepP","GIBD"
"L045",43.0889184875975,"Clavet.2025","RepP","GIBD"
"L047",42.875308288606,"Clavet.2025","RepP","GIBD"
"L049",42.311101366342,"Clavet.2025","RepP","GIBD"
"L050",43.8939820477834,"Clavet.2025","RepP","GIBD"
"L056",41.6192246344326,"Clavet.2025","RepP","GIBD"
"L058",41.5993510272311,"Clavet.2025","RepP","GIBD"
"L059",41.3111007711266,"Clavet.2025","RepP","GIBD"
"L061",41.8419540179075,"Clavet.2025","RepP","GIBD"
"L062",43.6547142189758,"Clavet.2025","RepP","GIBD"
"L065",42.784383465607,"Clavet.2025","RepP","GIBD"
"L066",44.3661433948351,"Clavet.2025","RepP","GIBD"
"L069",43.3026117035549,"Clavet.2025","RepP","GIBD"
"L070",44.4203240228996,"Clavet.2025","RepP","GIBD"
"L071",40.7247844557582,"Clavet.2025","RepP","GIBD"
"L084",42.8753804164269,"Clavet.2025","RepP","GIBD"
"L090",44.8752462151129,"Clavet.2025","RepP","GIBD"
"L093",42.3333333333942,"Clavet.2025","RepP","GIBD"
"L096",42.3966027126959,"Clavet.2025","RepP","GIBD"
"L099",41.9028650575537,"Clavet.2025","RepP","GIBD"
"L100",42.8223065144185,"Clavet.2025","RepP","GIBD"
"CL1",40.2398106275765,"Hunter.2025","RepP","GIBD"
"CL2",40.5175173411949,"Hunter.2025","RepP","GIBD"
"CL3",39.7388918991933,"Hunter.2025","RepP","GIBD"
"Extra",39.6541332118932,"Hunter.2025","RepP","GIBD"
"L001",38.1960581523667,"Hunter.2025","RepP","GIBD"
"L002",37.6957185174345,"Hunter.2025","RepP","GIBD"
"L003",40.0162687250026,"Hunter.2025","RepP","GIBD"
"L004",38.9902097033489,"Hunter.2025","RepP","GIBD"
"L005",40.6791155599485,"Hunter.2025","RepP","GIBD"
"L006",39.5345244140837,"Hunter.2025","RepP","GIBD"
"L007",39.0733384102246,"Hunter.2025","RepP","GIBD"
"L008",40.3740503280151,"Hunter.2025","RepP","GIBD"
"L009",39.0553329155351,"Hunter.2025","RepP","GIBD"
"L010",37.9419428155381,"Hunter.2025","RepP","GIBD"
"L011",41.5496500140642,"Hunter.2025","RepP","GIBD"
"L012",38.8729561451383,"Hunter.2025","RepP","GIBD"
"L013",41.1079563535726,"Hunter.2025","RepP","GIBD"
"L014",38.8362844263595,"Hunter.2025","RepP","GIBD"
"L015",39.5426649170184,"Hunter.2025","RepP","GIBD"
"L016",38.9833330216506,"Hunter.2025","RepP","GIBD"
"L017",40.4723900283121,"Hunter.2025","RepP","GIBD"
"L018",39.944592607309,"Hunter.2025","RepP","GIBD"
"L019",38.684751220516,"Hunter.2025","RepP","GIBD"
"L020",38.8790324759513,"Hunter.2025","RepP","GIBD"
"L021",39.1095488202362,"Hunter.2025","RepP","GIBD"
"L022",38.6104280674178,"Hunter.2025","RepP","GIBD"
"L023",39.7301613324875,"Hunter.2025","RepP","GIBD"
"L024",40.5643377582973,"Hunter.2025","RepP","GIBD"
"L025",38.9598407558474,"Hunter.2025","RepP","GIBD"
"L026",38.6226588634516,"Hunter.2025","RepP","GIBD"
"L027",38.1805399074769,"Hunter.2025","RepP","GIBD"
"L028",37.6717706001933,"Hunter.2025","RepP","GIBD"
"L029",38.0637343347372,"Hunter.2025","RepP","GIBD"
"L030",38.3157299183514,"Hunter.2025","RepP","GIBD"
"L031",40.0986050423306,"Hunter.2025","RepP","GIBD"
"L032",37.7315080469985,"Hunter.2025","RepP","GIBD"
"L033",38.7720531674289,"Hunter.2025","RepP","GIBD"
"L034",41.2366522871356,"Hunter.2025","RepP","GIBD"
"L035",38.9014565964478,"Hunter.2025","RepP","GIBD"
"L036",38.4807983915571,"Hunter.2025","RepP","GIBD"
"L037",38.2151605297957,"Hunter.2025","RepP","GIBD"
"L038",38.8685107841312,"Hunter.2025","RepP","GIBD"
"L039",40.0061407644398,"Hunter.2025","RepP","GIBD"
"L040",39.0644605300059,"Hunter.2025","RepP","GIBD"
"L041",40.4265461162208,"Hunter.2025","RepP","GIBD"
"L042",39.1520996983779,"Hunter.2025","RepP","GIBD"
"L043",38.7094047049869,"Hunter.2025","RepP","GIBD"
"L044",38.8883991396902,"Hunter.2025","RepP","GIBD"
"L045",40.9667278400765,"Hunter.2025","RepP","GIBD"
"L046",40.3572142608725,"Hunter.2025","RepP","GIBD"
"L047",40.1762134743124,"Hunter.2025","RepP","GIBD"
"L048",41.0868373710347,"Hunter.2025","RepP","GIBD"
"L049",39.7336910272461,"Hunter.2025","RepP","GIBD"
"L050",38.8124025166674,"Hunter.2025","RepP","GIBD"
"L051",38.7253247402057,"Hunter.2025","RepP","GIBD"
"L052",37.8092029643974,"Hunter.2025","RepP","GIBD"
"L053",39.7774116670634,"Hunter.2025","RepP","GIBD"
"L054",37.9059324713535,"Hunter.2025","RepP","GIBD"
"L055",40.2153175122776,"Hunter.2025","RepP","GIBD"
"L056",41.6716946122642,"Hunter.2025","RepP","GIBD"
"L057",39.3676340939853,"Hunter.2025","RepP","GIBD"
"L058",38.6646567611012,"Hunter.2025","RepP","GIBD"
"L059",40.6050659765326,"Hunter.2025","RepP","GIBD"
"L060",40.8108672642104,"Hunter.2025","RepP","GIBD"
"L061",39.8491088105716,"Hunter.2025","RepP","GIBD"
"L062",40.2990581525187,"Hunter.2025","RepP","GIBD"
"L063",39.8643344730088,"Hunter.2025","RepP","GIBD"
"L064",39.0507747295269,"Hunter.2025","RepP","GIBD"
"L065",40.6695724327142,"Hunter.2025","RepP","GIBD"
"L066",39.2786275877475,"Hunter.2025","RepP","GIBD"
"L067",39.8670860515542,"Hunter.2025","RepP","GIBD"
"L068",39.8542880678264,"Hunter.2025","RepP","GIBD"
"L069",40.1694427391571,"Hunter.2025","RepP","GIBD"
"L070",42.1967160966101,"Hunter.2025","RepP","GIBD"
"L071",40.3299811084607,"Hunter.2025","RepP","GIBD"
"L072",39.7162616414915,"Hunter.2025","RepP","GIBD"
"L073",39.6495436500548,"Hunter.2025","RepP","GIBD"
"L074",38.9827657871809,"Hunter.2025","RepP","GIBD"
"L075",39.3439364076719,"Hunter.2025","RepP","GIBD"
"L076",39.108974257244,"Hunter.2025","RepP","GIBD"
"L077",40.6759598113184,"Hunter.2025","RepP","GIBD"
"L078",38.4292664357375,"Hunter.2025","RepP","GIBD"
"L079",40.5209210532605,"Hunter.2025","RepP","GIBD"
"L080",40.5203114456079,"Hunter.2025","RepP","GIBD"
"L081",38.5789220833015,"Hunter.2025","RepP","GIBD"
"L082",39.8098327495853,"Hunter.2025","RepP","GIBD"
"L083",39.8625730600494,"Hunter.2025","RepP","GIBD"
"L084",38.6234901052669,"Hunter.2025","RepP","GIBD"
"L085",39.1749737208047,"Hunter.2025","RepP","GIBD"
"L086",38.4107899581794,"Hunter.2025","RepP","GIBD"
"L087",40.6012449380862,"Hunter.2025","RepP","GIBD"
"L088",39.7547143826816,"Hunter.2025","RepP","GIBD"
"L089",39.0881226458179,"Hunter.2025","RepP","GIBD"
"L090",41.879323478587,"Hunter.2025","RepP","GIBD"
"L091",40.4410828414137,"Hunter.2025","RepP","GIBD"
"L092",38.8779101589338,"Hunter.2025","RepP","GIBD"
"L093",39.5686648975882,"Hunter.2025","RepP","GIBD"
"L094",38.0729632216878,"Hunter.2025","RepP","GIBD"
"L095",39.5280417188496,"Hunter.2025","RepP","GIBD"
"L096",40.3781542323319,"Hunter.2025","RepP","GIBD"
"L097",41.0661754275317,"Hunter.2025","RepP","GIBD"
"L098",39.559512931433,"Hunter.2025","RepP","GIBD"
"L099",40.9813135092372,"Hunter.2025","RepP","GIBD"
"L100",41.0846653231206,"Hunter.2025","RepP","GIBD"
"CL1",2.6578540390692,"Clavet.2024","lodging","GIBD"
"CL2",4.16405398300726,"Clavet.2024","lodging","GIBD"
"CL3",2.1199931376039,"Clavet.2024","lodging","GIBD"
"Extra",2.90242772192901,"Clavet.2024","lodging","GIBD"
"L001",1.5222030161566,"Clavet.2024","lodging","GIBD"
"L002",3.07193284554572,"Clavet.2024","lodging","GIBD"
"L003",1.89857886431864,"Clavet.2024","lodging","GIBD"
"L004",1.72327677702978,"Clavet.2024","lodging","GIBD"
"L005",2.58057021641573,"Clavet.2024","lodging","GIBD"
"L006",1.83348455738072,"Clavet.2024","lodging","GIBD"
"L007",1.63418205638727,"Clavet.2024","lodging","GIBD"
"L008",2.6542745820663,"Clavet.2024","lodging","GIBD"
"L009",2.07744633295505,"Clavet.2024","lodging","GIBD"
"L010",2.09212389890012,"Clavet.2024","lodging","GIBD"
"L011",2.12712326296728,"Clavet.2024","lodging","GIBD"
"L012",1.83611192016603,"Clavet.2024","lodging","GIBD"
"L013",3.13559903094344,"Clavet.2024","lodging","GIBD"
"L014",2.50921032153442,"Clavet.2024","lodging","GIBD"
"L015",2.37871689027976,"Clavet.2024","lodging","GIBD"
"L016",3.74738209758435,"Clavet.2024","lodging","GIBD"
"L017",3.05372059449942,"Clavet.2024","lodging","GIBD"
"L018",3.37657357491012,"Clavet.2024","lodging","GIBD"
"L019",4.47974307857787,"Clavet.2024","lodging","GIBD"
"L020",3.38906833561028,"Clavet.2024","lodging","GIBD"
"L021",2.48240368196913,"Clavet.2024","lodging","GIBD"
"L022",3.94052806342926,"Clavet.2024","lodging","GIBD"
"L023",4.72283770166748,"Clavet.2024","lodging","GIBD"
"L024",4.71894420744078,"Clavet.2024","lodging","GIBD"
"L025",4.73083954884578,"Clavet.2024","lodging","GIBD"
"L026",2.66225952212516,"Clavet.2024","lodging","GIBD"
"L027",3.08600117202043,"Clavet.2024","lodging","GIBD"
"L028",4.3906940097812,"Clavet.2024","lodging","GIBD"
"L029",3.80668148365682,"Clavet.2024","lodging","GIBD"
"L030",2.55475188423622,"Clavet.2024","lodging","GIBD"
"L031",2.66680128994159,"Clavet.2024","lodging","GIBD"
"L032",4.1728228114095,"Clavet.2024","lodging","GIBD"
"L033",3.97288350387467,"Clavet.2024","lodging","GIBD"
"L034",4.80358188221243,"Clavet.2024","lodging","GIBD"
"L035",2.47557888394828,"Clavet.2024","lodging","GIBD"
"L036",4.01536437857912,"Clavet.2024","lodging","GIBD"
"L037",3.72397101278865,"Clavet.2024","lodging","GIBD"
"L038",4.57650121599594,"Clavet.2024","lodging","GIBD"
"L039",2.15396564756452,"Clavet.2024","lodging","GIBD"
"L040",3.52723287174203,"Clavet.2024","lodging","GIBD"
"L041",2.22265084745078,"Clavet.2024","lodging","GIBD"
"L042",3.48209900375471,"Clavet.2024","lodging","GIBD"
"L043",2.72499967032931,"Clavet.2024","lodging","GIBD"
"L044",2.63097745168334,"Clavet.2024","lodging","GIBD"
"L045",3.23966030170899,"Clavet.2024","lodging","GIBD"
"L046",3.24864978833557,"Clavet.2024","lodging","GIBD"
"L047",4.45686863389144,"Clavet.2024","lodging","GIBD"
"L048",3.06100412947672,"Clavet.2024","lodging","GIBD"
"L049",2.13794109004158,"Clavet.2024","lodging","GIBD"
"L050",1.98046920463286,"Clavet.2024","lodging","GIBD"
"L051",3.40977967415061,"Clavet.2024","lodging","GIBD"
"L052",3.02951288011434,"Clavet.2024","lodging","GIBD"
"L053",4.552626291749,"Clavet.2024","lodging","GIBD"
"L054",2.27752298505281,"Clavet.2024","lodging","GIBD"
"L055",4.74991014165855,"Clavet.2024","lodging","GIBD"
"L056",3.50494090534755,"Clavet.2024","lodging","GIBD"
"L057",3.13633958081139,"Clavet.2024","lodging","GIBD"
"L058",2.1038668779096,"Clavet.2024","lodging","GIBD"
"L059",3.49928027095062,"Clavet.2024","lodging","GIBD"
"L060",2.80301732569116,"Clavet.2024","lodging","GIBD"
"L061",2.6016320791009,"Clavet.2024","lodging","GIBD"
"L062",3.34801807813321,"Clavet.2024","lodging","GIBD"
"L063",2.86206528540164,"Clavet.2024","lodging","GIBD"
"L064",3.29751053807271,"Clavet.2024","lodging","GIBD"
"L065",2.79409950283339,"Clavet.2024","lodging","GIBD"
"L066",2.42162710204655,"Clavet.2024","lodging","GIBD"
"L067",3.57366674825236,"Clavet.2024","lodging","GIBD"
"L068",1.09325870599917,"Clavet.2024","lodging","GIBD"
"L069",2.21676749508146,"Clavet.2024","lodging","GIBD"
"L070",1.78132149233125,"Clavet.2024","lodging","GIBD"
"L071",2.20761517450184,"Clavet.2024","lodging","GIBD"
"L072",4.64256989966798,"Clavet.2024","lodging","GIBD"
"L073",4.4873506176447,"Clavet.2024","lodging","GIBD"
"L074",4.20535344196075,"Clavet.2024","lodging","GIBD"
"L075",4.80113176153308,"Clavet.2024","lodging","GIBD"
"L076",4.3001946023124,"Clavet.2024","lodging","GIBD"
"L077",2.35880429391304,"Clavet.2024","lodging","GIBD"
"L078",4.60285814570731,"Clavet.2024","lodging","GIBD"
"L079",4.6873814240231,"Clavet.2024","lodging","GIBD"
"L080",4.48993722933076,"Clavet.2024","lodging","GIBD"
"L081",4.35279663984985,"Clavet.2024","lodging","GIBD"
"L082",4.93087346891883,"Clavet.2024","lodging","GIBD"
"L083",2.39324735478572,"Clavet.2024","lodging","GIBD"
"L084",1.92070841404765,"Clavet.2024","lodging","GIBD"
"L085",3.3226530405294,"Clavet.2024","lodging","GIBD"
"L086",4.47225458960458,"Clavet.2024","lodging","GIBD"
"L087",3.13649867657152,"Clavet.2024","lodging","GIBD"
"L088",3.667314123718,"Clavet.2024","lodging","GIBD"
"L089",2.9949019421121,"Clavet.2024","lodging","GIBD"
"L090",4.22086496664108,"Clavet.2024","lodging","GIBD"
"L091",2.92476175078471,"Clavet.2024","lodging","GIBD"
"L092",3.84289369689541,"Clavet.2024","lodging","GIBD"
"L093",1.61109832071656,"Clavet.2024","lodging","GIBD"
"L094",2.18243617468795,"Clavet.2024","lodging","GIBD"
"L095",3.47053535025434,"Clavet.2024","lodging","GIBD"
"L096",4.28161966537541,"Clavet.2024","lodging","GIBD"
"L097",2.21994389365721,"Clavet.2024","lodging","GIBD"
"L098",3.62411112629087,"Clavet.2024","lodging","GIBD"
"L099",4.29497026563033,"Clavet.2024","lodging","GIBD"
"L100",4.26114477653986,"Clavet.2024","lodging","GIBD"
"CL1",3.22564391928045,"Hunter.2024","lodging","GIBD"
"CL2",3.96916882926608,"Hunter.2024","lodging","GIBD"
"CL3",3.47009646184237,"Hunter.2024","lodging","GIBD"
"Extra",2.81843922159675,"Hunter.2024","lodging","GIBD"
"L001",2.94258917758906,"Hunter.2024","lodging","GIBD"
"L002",3.31910516494694,"Hunter.2024","lodging","GIBD"
"L003",2.65317351285643,"Hunter.2024","lodging","GIBD"
"L004",2.95239897853403,"Hunter.2024","lodging","GIBD"
"L005",2.99509776659161,"Hunter.2024","lodging","GIBD"
"L006",3.14450594918807,"Hunter.2024","lodging","GIBD"
"L007",2.54968260170699,"Hunter.2024","lodging","GIBD"
"L008",3.2007673428915,"Hunter.2024","lodging","GIBD"
"L009",2.71502009542199,"Hunter.2024","lodging","GIBD"
"L010",2.84012130866992,"Hunter.2024","lodging","GIBD"
"L011",3.35998090200174,"Hunter.2024","lodging","GIBD"
"L012",2.11227697470841,"Hunter.2024","lodging","GIBD"
"L013",3.21758306081598,"Hunter.2024","lodging","GIBD"
"L014",2.89538784900316,"Hunter.2024","lodging","GIBD"
"L015",2.66661382737749,"Hunter.2024","lodging","GIBD"
"L016",3.50270640422527,"Hunter.2024","lodging","GIBD"
"L017",3.10544591764634,"Hunter.2024","lodging","GIBD"
"L018",3.36661571391321,"Hunter.2024","lodging","GIBD"
"L019",4.09448763470996,"Hunter.2024","lodging","GIBD"
"L020",3.73912607065616,"Hunter.2024","lodging","GIBD"
"L021",2.2099201006336,"Hunter.2024","lodging","GIBD"
"L022",3.77905102404926,"Hunter.2024","lodging","GIBD"
"L023",4.1479830540661,"Hunter.2024","lodging","GIBD"
"L024",3.99873742523568,"Hunter.2024","lodging","GIBD"
"L025",4.05754972832173,"Hunter.2024","lodging","GIBD"
"L026",3.31769571358424,"Hunter.2024","lodging","GIBD"
"L027",3.04614366996045,"Hunter.2024","lodging","GIBD"
"L028",4.19063761849566,"Hunter.2024","lodging","GIBD"
"L029",2.9959759387224,"Hunter.2024","lodging","GIBD"
"L030",2.84828061009982,"Hunter.2024","lodging","GIBD"
"L031",3.05771945176502,"Hunter.2024","lodging","GIBD"
"L032",4.11213405417182,"Hunter.2024","lodging","GIBD"
"L033",3.91435966473125,"Hunter.2024","lodging","GIBD"
"L034",4.38339601069191,"Hunter.2024","lodging","GIBD"
"L035",2.83636737737786,"Hunter.2024","lodging","GIBD"
"L036",3.54676958040828,"Hunter.2024","lodging","GIBD"
"L037",3.96774320236289,"Hunter.2024","lodging","GIBD"
"L038",4.36998355306322,"Hunter.2024","lodging","GIBD"
"L039",2.5071900755851,"Hunter.2024","lodging","GIBD"
"L040",3.1470348355931,"Hunter.2024","lodging","GIBD"
"L041",2.89581479312704,"Hunter.2024","lodging","GIBD"
"L042",3.6157405159295,"Hunter.2024","lodging","GIBD"
"L043",3.54580114543622,"Hunter.2024","lodging","GIBD"
"L044",3.3942076349617,"Hunter.2024","lodging","GIBD"
"L045",3.52855087643466,"Hunter.2024","lodging","GIBD"
"L046",3.46256750107149,"Hunter.2024","lodging","GIBD"
"L047",3.99605902773869,"Hunter.2024","lodging","GIBD"
"L048",3.7549460790968,"Hunter.2024","lodging","GIBD"
"L049",2.14517377156837,"Hunter.2024","lodging","GIBD"
"L050",2.72568506139249,"Hunter.2024","lodging","GIBD"
"L051",3.98345000958245,"Hunter.2024","lodging","GIBD"
"L052",3.51353770520369,"Hunter.2024","lodging","GIBD"
"L053",4.02052981216858,"Hunter.2024","lodging","GIBD"
"L054",2.37998144376705,"Hunter.2024","lodging","GIBD"
"L055",3.89430815529535,"Hunter.2024","lodging","GIBD"
"L056",3.80542266269294,"Hunter.2024","lodging","GIBD"
"L057",2.74295120883842,"Hunter.2024","lodging","GIBD"
"L058",2.7743225529014,"Hunter.2024","lodging","GIBD"
"L059",3.350368268173,"Hunter.2024","lodging","GIBD"
"L060",2.80671252523919,"Hunter.2024","lodging","GIBD"
"L061",3.08634830659531,"Hunter.2024","lodging","GIBD"
"L062",3.65482280290181,"Hunter.2024","lodging","GIBD"
"L063",3.1156608502381,"Hunter.2024","lodging","GIBD"
"L064",2.86322552432128,"Hunter.2024","lodging","GIBD"
"L065",3.16141286080971,"Hunter.2024","lodging","GIBD"
"L066",2.9541813188568,"Hunter.2024","lodging","GIBD"
"L067",3.09600942663556,"Hunter.2024","lodging","GIBD"
"L068",2.1641239654461,"Hunter.2024","lodging","GIBD"
"L069",2.59164622788029,"Hunter.2024","lodging","GIBD"
"L070",2.15506040589117,"Hunter.2024","lodging","GIBD"
"L071",2.62227081104537,"Hunter.2024","lodging","GIBD"
"L072",3.86648536837156,"Hunter.2024","lodging","GIBD"
"L073",4.39765755044223,"Hunter.2024","lodging","GIBD"
"L074",3.66774999635248,"Hunter.2024","lodging","GIBD"
"L075",4.20129895032467,"Hunter.2024","lodging","GIBD"
"L076",3.41208163361562,"Hunter.2024","lodging","GIBD"
"L077",2.86948620569063,"Hunter.2024","lodging","GIBD"
"L078",4.27133647030099,"Hunter.2024","lodging","GIBD"
"L079",4.02087657389678,"Hunter.2024","lodging","GIBD"
"L080",3.82657149335795,"Hunter.2024","lodging","GIBD"
"L081",4.52610738114648,"Hunter.2024","lodging","GIBD"
"L082",3.97445799204307,"Hunter.2024","lodging","GIBD"
"L083",3.27840307629745,"Hunter.2024","lodging","GIBD"
"L084",3.490545472001,"Hunter.2024","lodging","GIBD"
"L085",3.21078668638717,"Hunter.2024","lodging","GIBD"
"L086",4.07724483682887,"Hunter.2024","lodging","GIBD"
"L087",3.45130859713792,"Hunter.2024","lodging","GIBD"
"L088",2.88768884949754,"Hunter.2024","lodging","GIBD"
"L089",3.10219084940105,"Hunter.2024","lodging","GIBD"
"L090",3.77344843065757,"Hunter.2024","lodging","GIBD"
"L091",3.04359213696556,"Hunter.2024","lodging","GIBD"
"L092",3.82581251450369,"Hunter.2024","lodging","GIBD"
"L093",2.81120381039634,"Hunter.2024","lodging","GIBD"
"L094",3.36597321095806,"Hunter.2024","lodging","GIBD"
"L095",3.55598134936207,"Hunter.2024","lodging","GIBD"
"L096",4.00928520958377,"Hunter.2024","lodging","GIBD"
"L097",2.8672380839616,"Hunter.2024","lodging","GIBD"
"L098",3.64662499033482,"Hunter.2024","lodging","GIBD"
"L099",3.81165927532383,"Hunter.2024","lodging","GIBD"
"L100",3.88948023938637,"Hunter.2024","lodging","GIBD"
"CL1",2.29983780100838,"Clavet.2025","lodging","GIBD"
"CL2",2.8750696688389,"Clavet.2025","lodging","GIBD"
"CL3",1.95675821471246,"Clavet.2025","lodging","GIBD"
"Extra",2.50474047938306,"Clavet.2025","lodging","GIBD"
"L001",2.56111430853738,"Clavet.2025","lodging","GIBD"
"L002",3.19447514798012,"Clavet.2025","lodging","GIBD"
"L003",1.78526466075336,"Clavet.2025","lodging","GIBD"
"L004",2.06411658719894,"Clavet.2025","lodging","GIBD"
"L005",2.1241857134028,"Clavet.2025","lodging","GIBD"
"L006",2.2133996776333,"Clavet.2025","lodging","GIBD"
"L007",2.00758352132211,"Clavet.2025","lodging","GIBD"
"L008",2.81415084800639,"Clavet.2025","lodging","GIBD"
"L009",2.23503705297645,"Clavet.2025","lodging","GIBD"
"L010",2.54763549674755,"Clavet.2025","lodging","GIBD"
"L011",2.60147486301445,"Clavet.2025","lodging","GIBD"
"L012",3.52805199823115,"Clavet.2025","lodging","GIBD"
"L013",1.76211536344161,"Clavet.2025","lodging","GIBD"
"L014",2.17826186562314,"Clavet.2025","lodging","GIBD"
"L015",2.20999054828073,"Clavet.2025","lodging","GIBD"
"L016",2.71548314274523,"Clavet.2025","lodging","GIBD"
"L017",2.22067032735923,"Clavet.2025","lodging","GIBD"
"L018",2.99465562888274,"Clavet.2025","lodging","GIBD"
"L019",2.73258010137294,"Clavet.2025","lodging","GIBD"
"L020",2.39625576767542,"Clavet.2025","lodging","GIBD"
"L021",1.80758755226145,"Clavet.2025","lodging","GIBD"
"L022",3.44485204823943,"Clavet.2025","lodging","GIBD"
"L023",3.54752984183774,"Clavet.2025","lodging","GIBD"
"L024",3.13951651126587,"Clavet.2025","lodging","GIBD"
"L025",3.84411684465373,"Clavet.2025","lodging","GIBD"
"L026",1.99177987702699,"Clavet.2025","lodging","GIBD"
"L027",2.5271519483035,"Clavet.2025","lodging","GIBD"
"L028",3.76421763766405,"Clavet.2025","lodging","GIBD"
"L029",2.57224646095338,"Clavet.2025","lodging","GIBD"
"L030",3.16458042234135,"Clavet.2025","lodging","GIBD"
"L031",2.99658990182496,"Clavet.2025","lodging","GIBD"
"L032",3.60643132096471,"Clavet.2025","lodging","GIBD"
"L033",3.44435348956832,"Clavet.2025","lodging","GIBD"
"L034",3.40608646059204,"Clavet.2025","lodging","GIBD"
"L035",1.92482942483585,"Clavet.2025","lodging","GIBD"
"L036",4.01677120705336,"Clavet.2025","lodging","GIBD"
"L037",3.53895064994707,"Clavet.2025","lodging","GIBD"
"L038",4.14497235290458,"Clavet.2025","lodging","GIBD"
"L039",2.30121236022041,"Clavet.2025","lodging","GIBD"
"L040",2.4665986713985,"Clavet.2025","lodging","GIBD"
"L041",2.03836864083614,"Clavet.2025","lodging","GIBD"
"L042",3.07884850088823,"Clavet.2025","lodging","GIBD"
"L043",2.6002463933572,"Clavet.2025","lodging","GIBD"
"L044",2.61078000144864,"Clavet.2025","lodging","GIBD"
"L045",2.23134525149531,"Clavet.2025","lodging","GIBD"
"L046",2.74109989803458,"Clavet.2025","lodging","GIBD"
"L047",3.36140689044776,"Clavet.2025","lodging","GIBD"
"L048",2.36813254968095,"Clavet.2025","lodging","GIBD"
"L049",2.21991143801757,"Clavet.2025","lodging","GIBD"
"L050",1.64876813121821,"Clavet.2025","lodging","GIBD"
"L051",2.29070187750135,"Clavet.2025","lodging","GIBD"
"L052",3.16541519334561,"Clavet.2025","lodging","GIBD"
"L053",3.3103746534424,"Clavet.2025","lodging","GIBD"
"L054",2.22430530181274,"Clavet.2025","lodging","GIBD"
"L055",3.78745808334417,"Clavet.2025","lodging","GIBD"
"L056",3.73573574040141,"Clavet.2025","lodging","GIBD"
"L057",2.36865115432578,"Clavet.2025","lodging","GIBD"
"L058",4.19524312360843,"Clavet.2025","lodging","GIBD"
"L059",3.82772359748038,"Clavet.2025","lodging","GIBD"
"L060",2.49870330391881,"Clavet.2025","lodging","GIBD"
"L061",2.44602862501298,"Clavet.2025","lodging","GIBD"
"L062",2.54161157102274,"Clavet.2025","lodging","GIBD"
"L063",2.51846470294655,"Clavet.2025","lodging","GIBD"
"L064",3.0073608949042,"Clavet.2025","lodging","GIBD"
"L065",1.82641935315085,"Clavet.2025","lodging","GIBD"
"L066",2.74571202643534,"Clavet.2025","lodging","GIBD"
"L067",3.60843419499579,"Clavet.2025","lodging","GIBD"
"L068",1.92480922130236,"Clavet.2025","lodging","GIBD"
"L069",2.12551589228382,"Clavet.2025","lodging","GIBD"
"L070",1.95672398423546,"Clavet.2025","lodging","GIBD"
"L071",3.29918288537519,"Clavet.2025","lodging","GIBD"
"L072",3.66799134009154,"Clavet.2025","lodging","GIBD"
"L073",3.63702660461925,"Clavet.2025","lodging","GIBD"
"L074",3.96920920382671,"Clavet.2025","lodging","GIBD"
"L075",3.95048359469512,"Clavet.2025","lodging","GIBD"
"L076",2.67760894453324,"Clavet.2025","lodging","GIBD"
"L077",1.65665086431998,"Clavet.2025","lodging","GIBD"
"L078",3.20395719111125,"Clavet.2025","lodging","GIBD"
"L079",3.5243100251057,"Clavet.2025","lodging","GIBD"
"L080",3.65162259175023,"Clavet.2025","lodging","GIBD"
"L081",3.47507231852506,"Clavet.2025","lodging","GIBD"
"L082",3.980795792754,"Clavet.2025","lodging","GIBD"
"L083",2.68573605390615,"Clavet.2025","lodging","GIBD"
"L084",2.28464621181648,"Clavet.2025","lodging","GIBD"
"L085",3.28555592409308,"Clavet.2025","lodging","GIBD"
"L086",4.01058951626672,"Clavet.2025","lodging","GIBD"
